style_color,country_code,snapshot_date,model_number,product_name,color_name,gender_segment,category,subcategory,currency,price_local,sale_price_local,discount_pct,in_stock,availability_level
HJ4593-411,PL,2026-03-19,HJ4593,Paris Saint-Germain Stadium 2025/26 (wersja domowa),Midnight Navy/Midnight Navy/Biel,MEN,APPAREL,Męska koszulka piłkarska Nike Dri-FIT Replica,PLN,429.99,,0.0,True,MEDIUM
DO9422-566,PL,2026-03-19,DO9422,Phoenix Suns Icon Edition,New Orchid/Biel,MEN,APPAREL,Spodenki męskie Nike Dri-FIT NBA Swingman,PLN,299.99,,0.0,True,OOS
IO7548-900,PL,2026-03-19,IO7548,Sabrina 3 By You,Wielokolorowe/Wielokolorowe/Wielokolorowe,MEN|WOMEN,FOOTWEAR,Personalizowane buty do koszykówki,PLN,689.99,,0.0,True,HIGH
HM5981-123,PL,2026-03-19,HM5981,Stephen Curry Golden State Warriors City Edition,Natural,MEN,APPAREL,Koszulka męska Nike NBA Swingman,PLN,449.99,,0.0,True,MEDIUM
HM3207-741,PL,2026-03-19,HM3207,Tottenham Hotspur Stadium 2025/26 (wersja trzecia),Dynamic Yellow/Blue Void/Pacific Blue/Blue Void,MEN,APPAREL,Męska koszulka piłkarska Nike Dri-FIT Total 90 – replika,PLN,429.99,,0.0,True,LOW
HV9261-101,PL,2026-03-19,HV9261,Tottenham Hotspur Stadium 2025/26 (wersja domowa),Biel/Light Iron Ore/Binary Blue,MEN,APPAREL,Męska koszulka piłkarska z długim rękawem Nike Dri-FIT – replika,PLN,479.99,,0.0,True,LOW
IQ0267-417,PL,2026-03-19,IQ0267,Vini Jr. Academy,Midnight Navy/Pink Foam/Metallic Silver,BOYS|GIRLS,APPAREL,Spodenki piłkarskie dla dużych dzieci Nike Dri-FIT,PLN,149.99,,0.0,True,HIGH
HF0996-010,DK,2026-03-19,HF0996,A'ja Wilson Las Vegas Aces,sort/Flat Silver/hvid,MEN|WOMEN,APPAREL,Nike Dri-FIT WNBA Victory-trøje,DKK,699.9,,0.0,True,LOW
FV4227-700,DK,2026-03-19,FV4227,Air Jordan 1 Element Low A/T,Light Lemon Twist/Life Lime/Light Wild Mango/Lime Ice,MEN,FOOTWEAR,Sko til mænd,DKK,1499.0,,0.0,True,OOS
IB7012-600,DK,2026-03-19,IB7012,Air Jordan 1 Low SE,Team Red/Sierra Red,WOMEN,FOOTWEAR,Sko til kvinder,DKK,979.9,,0.0,True,LOW
DV0991-101,DK,2026-03-19,DV0991,Air Jordan 1 Mid,hvid/hvid/sort,WOMEN,FOOTWEAR,Sko til kvinder,DKK,1049.0,,0.0,True,HIGH
IO7449-600,DK,2026-03-19,IO7449,Air Jordan 1 Mid SE,Team Red/Obsidian/Pale Vanilla,MEN,FOOTWEAR,Sko til mænd,DKK,1149.0,,0.0,True,OOS
IB7010-001,DK,2026-03-19,IB7010,Air Jordan 1 Mid SE,Light Iron Ore/Pale Ivory/Oatmeal/Enigma Stone,WOMEN,FOOTWEAR,Sko til kvinder,DKK,1149.0,,0.0,True,LOW
HQ2011-100,DK,2026-03-19,HQ2011,Air Jordan 1 Mid SE,hvid/Cave Stone/Dark Sulfur/Oil Grey,MEN,FOOTWEAR,Sko til mænd,DKK,849.9,1149.0,26.0313,True,HIGH
HQ6996-200,DK,2026-03-19,HQ6996,"Air Jordan 1 Retro Low ""Medium Olive and Summit White""",Medium Olive/Summit White/Sail/sort,BOYS|GIRLS,FOOTWEAR,Sko til mindre børn,DKK,599.9,,0.0,True,OOS
DN3707-202,DK,2026-03-19,DN3707,"Air Jordan 3 Retro ""Medium Olive""",Medium Olive/Neutral Olive/Sail/Sequoia,MEN,FOOTWEAR,Sko til mænd,DKK,1549.0,,0.0,True,LOW
II5389-417,DK,2026-03-19,II5389,Air Jordan 85,Old Royal,MEN,APPAREL,Oversized sweatshirt med rund hals og grafik til mænd,DKK,299.9,,0.0,True,HIGH
HV4794-100,DK,2026-03-19,HV4794,"Air Jordan 9 Retro ""Flint Grey and French Blue""",hvid/Flint Grey/French Blue,MEN,FOOTWEAR,Sko til mænd,DKK,1549.0,,0.0,True,OOS
IU1078-417,DK,2026-03-19,IU1078,Brasilien 2026 Match Away,Old Royal/sort,WOMEN,APPAREL,Jordan Aero-FIT Authentic-fodboldtrøje til kvinder,DKK,1199.0,,0.0,True,MEDIUM
IQ3335-369,DK,2026-03-19,IQ3335,Brasilien 2026 Stadium Goalkeeper,Light Menta/sort,MEN,APPAREL,Jordan Dri-FIT Replica-fodboldtrøje med korte ærmer til mænd,DKK,799.9,,0.0,True,OOS
IU1073-417,DK,2026-03-19,IU1073,Brazil 2026 Stadium Away,Old Royal/sort,MEN,APPAREL,Jordan Dri-FIT Replica-fodboldshorts til mænd,DKK,399.9,,0.0,True,LOW
IU1080-417,DK,2026-03-19,IU1080,Brazil 2026 Stadium Away,Old Royal/sort,BOYS|GIRLS,APPAREL,Jordan Dri-FIT Replica-fodboldtrøje til større børn,DKK,649.9,,0.0,True,HIGH
IU1077-417,DK,2026-03-19,IU1077,Brazil 2026 Stadium Away,Old Royal/sort,WOMEN,APPAREL,Jordan Dri-FIT Replica-fodboldspillertrøje til kvinder,DKK,799.9,,0.0,True,HIGH
IU1072-417,DK,2026-03-19,IU1072,Brazil 2026 Stadium Away,Old Royal/sort,MEN,APPAREL,Jordan Dri-FIT Replica-fodboldspillertrøje til mænd,DKK,799.9,,0.0,True,OOS
IU1081-417,DK,2026-03-19,IU1081,Brazil 2026 Stadium Away,Old Royal/sort,BOYS|GIRLS,APPAREL,Jordan Dri-FIT Replica-fodboldshorts til større børn,DKK,319.9,,0.0,True,HIGH
IQ3293-010,DK,2026-03-19,IQ3293,Brazil Strike,sort/Yellow Pulse/Infrared 23,MEN,APPAREL,Maskinstrikket Jordan Dri-FIT-træningstrøje til fodbold til mænd,DKK,549.9,,0.0,True,HIGH
IQ3302-010,DK,2026-03-19,IQ3302,Brazil Strike,sort/Yellow Pulse/Infrared 23,MEN,APPAREL,Maskinstrikkede Jordan Dri-FIT-fodboldbukser til mænd,DKK,549.9,,0.0,True,HIGH
HV5640-010,DK,2026-03-19,HV5640,Chicago Bulls Courtside,sort,MEN,APPAREL,Nike NBA Vintage-T-shirt til mænd,DKK,299.9,,0.0,True,OOS
FZ1311-432,DK,2026-03-19,FZ1311,FC Barcelona 2025/26 Match Fourth,Gym Blue/Gym Blue/Salsa Red/Opti Yellow,MEN,APPAREL,Autentisk Nike Dri-FIT ADV-fodboldtrøje til mænd,DKK,1149.0,,0.0,True,HIGH
FZ1307-432,DK,2026-03-19,FZ1307,FC Barcelona 2025/26 Stadium Fourth,Gym Blue/Gym Blue/Salsa Red/Opti Yellow,BOYS|GIRLS,APPAREL,Nike Dri-FIT Replica-fodboldtrøje til større børn,DKK,599.9,,0.0,True,HIGH
FZ1304-432,DK,2026-03-19,FZ1304,FC Barcelona 2025/26 Stadium Fourth,Gym Blue/Gym Blue/Salsa Red/Opti Yellow,MEN,APPAREL,Nike Dri-FIT Replica-fodboldtrøje til mænd,DKK,749.9,,0.0,True,HIGH
FZ3958-412,DK,2026-03-19,FZ3958,FC Barcelona Strike Fourth,University Blue/Gym Blue/Opti Yellow,MEN,APPAREL,Nike Dri-FIT Anthem-fodboldjakke til mænd,DKK,1049.0,,0.0,True,HIGH
FJ0238-728,DK,2026-03-19,FJ0238,Golden State Warriors Essential,Amarillo,MEN,APPAREL,Nike NBA-T-shirt til mænd,DKK,249.9,,0.0,True,LOW
DN2005-401,DK,2026-03-19,DN2005,Golden State Warriors Icon Edition,Rush Blue,MEN,APPAREL,Nike Dri-FIT NBA Swingman-spillertrøje til mænd,DKK,779.9,,0.0,True,HIGH
HM3196-438,DK,2026-03-19,HM3196,Inter Milan 2025/26 Match Third,Thunder Blue/Safety Orange/Safety Orange,MEN,APPAREL,Nike Dri-FIT ADV Total 90 Authentic-fodboldtrøje til mænd,DKK,1149.0,,0.0,True,HIGH
HJ4591-439,DK,2026-03-19,HJ4591,Inter Milan 2025/26 Stadium Home,Lyon Blue/sort/Chlorine Blue,MEN,APPAREL,Nike Dri-FIT Replica-fodboldtrøje til mænd,DKK,749.9,,0.0,True,LOW
IB3536-413,DK,2026-03-19,IB3536,Inter Milan 2026 Stadium SE,Hyper Blue/sort/Safety Orange,BOYS|GIRLS,APPAREL,Nike ACG Dri-FIT Replica-fodboldtrøje til større børn,DKK,599.9,,0.0,True,HIGH
IQ0547-045,DK,2026-03-19,IQ0547,Jordan,Off Noir,MEN,APPAREL,T-shirt med grafik til mænd,DKK,299.9,,0.0,True,OOS
DQ8424-109,DK,2026-03-19,DQ8424,Jordan 1 Mid,Summit White/Infrared 23/Neutral Grey/sort,BOYS|GIRLS,FOOTWEAR,Sko til mindre børn,DKK,649.9,,0.0,True,HIGH
HQ9020-133,DK,2026-03-19,HQ9020,Jordan Brooklyn,Sail/Sail,MEN,APPAREL,Realtree-T-shirt til mænd,DKK,329.9,,0.0,True,OOS
IM5104-417,DK,2026-03-19,IM5104,Jordan Brooklyn,Old Royal/sort/Yellow Pulse/Yellow Pulse,MEN,APPAREL,Vævede shorts (13 cm) til mænd,DKK,329.9,,0.0,True,LOW
HV0469-133,DK,2026-03-19,HV0469,Jordan Brooklyn Fleece,Sail/Sail,WOMEN,APPAREL,Realtree Mod Crop-hættetrøje med fuld lynlås til kvinder,DKK,599.95,,0.0,True,LOW
IQ5238-010,DK,2026-03-19,IQ5238,Jordan Flight,sort/Sail,MEN,APPAREL,Vævede bukser til mænd,DKK,879.9,,0.0,True,LOW
IO3045-237,DK,2026-03-19,IO3045,Jordan Flight,Baroque Brown/British Khaki/Baroque Brown,WOMEN,APPAREL,Vendbar vest til kvinder,DKK,1149.0,,0.0,True,LOW
IO9531-010,DK,2026-03-19,IO9531,Jordan Flight Club,sort,WOMEN,APPAREL,Fleecepullover med 1/4 lynlås til kvinder,DKK,799.9,,0.0,True,LOW
HV0350-010,DK,2026-03-19,HV0350,Jordan Flight Mountainside,sort,WOMEN,APPAREL,Langærmet bodysuit til kvinder,DKK,599.9,,0.0,True,HIGH
DM0979-009,DK,2026-03-19,DM0979,Jordan Hydro VI Retro,sort/Infrared 23,MEN,FOOTWEAR,Badesandaler,DKK,449.9,,0.0,True,HIGH
HJ0627-010,DK,2026-03-19,HJ0627,Jordan Rise,sort/hvid,MEN|WOMEN,APPAREL,Struktureret kasket med buet skygge,DKK,219.9,,0.0,True,HIGH
HQ9768-010,DK,2026-03-19,HQ9768,Jordan Sport,sort/hvid,WOMEN,APPAREL,Dri-FIT-shorts med høj talje til kvinder (15 cm),DKK,379.9,,0.0,True,LOW
IF4126-600,DK,2026-03-19,IF4126,Jordan Tiempo Maestro Elite SE,Infrared 23/Grit,MEN|WOMEN,FOOTWEAR,Low-Top-fodboldstøvler til græs,DKK,1999.0,,0.0,True,OOS
II7579-016,DK,2026-03-19,II7579,Jordan Tiempo Streetgato SE,Phantom/Infrared 23/Sail,MEN|WOMEN,FOOTWEAR,Low Top-fodboldsko til indendørs,DKK,749.9,,0.0,True,LOW
IB2740-010,DK,2026-03-19,IB2740,Kobe,sort/Anthracite/hvid,BOYS|GIRLS,APPAREL,Winterized-basketballbukser til større børn,DKK,529.9,,0.0,True,LOW
IO0311-010,DK,2026-03-19,IO0311,Kobe All-Star Weekend,sort/Sonic Yellow/Light Photo Blue,BOYS|GIRLS,APPAREL,Basketballhættetrøje i fleece til større børn,DKK,549.9,,0.0,True,LOW
II7126-010,DK,2026-03-19,II7126,LeBron,sort,MEN,APPAREL,Nike NBA-T-shirt til mænd,DKK,379.9,,0.0,True,OOS
IM2170-636,DK,2026-03-19,IM2170,Luka,Varsity Red/sort,MEN,APPAREL,T-shirt til mænd,DKK,299.9,,0.0,True,OOS
DN2010-419,DK,2026-03-19,DN2010,Memphis Grizzlies Icon Edition,College Navy,MEN,APPAREL,Nike Dri-FIT NBA Swingman-spillertrøje til mænd,DKK,779.9,,0.0,True,HIGH
IF1707-078,DK,2026-03-19,IF1707,Nike ACG,Grey Fog/Light Lemon Twist/Summit White,BOYS|GIRLS,APPAREL,Langærmet UV-overdel til større børn,DKK,379.9,,0.0,True,HIGH
IH9260-368,DK,2026-03-19,IH9260,Nike ACG Fly,Olive Flak/sort/sort,MEN|WOMEN,APPAREL,Ustruktureret kasket,DKK,299.9,,0.0,True,LOW
IQ3408-286,DK,2026-03-19,IQ3408,Nike Air Force 1 '07 Premium,Linen/Moon Particle/Mink Brown/Burgundy Crush,MEN,FOOTWEAR,Sko til mænd,DKK,979.9,,0.0,True,LOW
HF0659-900,DK,2026-03-19,HF0659,Nike Air Force 1 Low By You,multifarvet/multifarvet/multifarvet,MEN,FOOTWEAR,Custom sko til mænd,DKK,1149.0,,0.0,True,HIGH
HF0660-900,DK,2026-03-19,HF0660,Nike Air Force 1 Mid By You,multifarvet/multifarvet/multifarvet,MEN,FOOTWEAR,Custom-sko til mænd,DKK,1199.0,,0.0,True,HIGH
HF0662-900,DK,2026-03-19,HF0662,Nike Air Force 1 Mid By You,multifarvet/multifarvet/multifarvet,WOMEN,FOOTWEAR,Custom sko til kvinder,DKK,1199.0,,0.0,True,HIGH
FD9781-900,DK,2026-03-19,FD9781,Nike Air Huarache By You,multifarvet/multifarvet/multifarvet,MEN,FOOTWEAR,Custom sko til mænd,DKK,1149.0,,0.0,True,HIGH
HQ3714-900,DK,2026-03-19,HQ3714,Nike Air Max 1 By You,multifarvet/multifarvet/multifarvet,MEN,FOOTWEAR,Custom-sko til mænd,DKK,1249.0,,0.0,True,HIGH
HQ3713-900,DK,2026-03-19,HQ3713,Nike Air Max 1 By You,multifarvet/multifarvet/multifarvet,WOMEN,FOOTWEAR,Custom sko til kvinder,DKK,1249.0,,0.0,True,HIGH
IQ8027-900,DK,2026-03-19,IQ8027,Nike Air Max 270 By You,multifarvet/multifarvet,MEN,FOOTWEAR,Sko til mænd,DKK,1349.0,,0.0,True,HIGH
IQ9029-001,DK,2026-03-19,IQ9029,Nike Air Max 90,sort/Anthracite/Light Charcoal/Neon Yellow,BOYS|GIRLS,FOOTWEAR,Sko til babyer/småbørn,DKK,529.9,,0.0,True,LOW
IQ9026-001,DK,2026-03-19,IQ9026,Nike Air Max 90,sort/Anthracite/Light Charcoal/Neon Yellow,BOYS|GIRLS,FOOTWEAR,Sko til mindre børn,DKK,649.9,,0.0,True,LOW
IQ7583-001,DK,2026-03-19,IQ7583,Nike Air Max 90,sort/Anthracite/Light Charcoal/Neon Yellow,BOYS|GIRLS,FOOTWEAR,Sko til større børn,DKK,879.9,,0.0,True,LOW
IB6606-600,DK,2026-03-19,IB6606,"Nike Air Max 90 Premium ""Valentine's Day""",University Red/sort/University Red,MEN,FOOTWEAR,Sko til mænd,DKK,1199.0,,0.0,True,OOS
DM1182-991,DK,2026-03-19,DM1182,Nike Air Max 95 By You,multifarvet/multifarvet/multifarvet/multifarvet,MEN,FOOTWEAR,Custom-sko til mænd,DKK,1549.0,,0.0,True,HIGH
FN6743-900,DK,2026-03-19,FN6743,Nike Air Max 97 By You,multifarvet/multifarvet/multifarvet,MEN,FOOTWEAR,Custom sko til mænd,DKK,1549.0,,0.0,True,HIGH
IQ0288-100,DK,2026-03-19,IQ0288,Nike Air Max Plus,hvid/Pearl Grey/sort/Neon Yellow,MEN,FOOTWEAR,Sko til mænd,DKK,1399.0,,0.0,True,LOW
HF0665-900,DK,2026-03-19,HF0665,Nike Air Max Plus By You,multifarvet/multifarvet/multifarvet,MEN|WOMEN,FOOTWEAR,Custom sko,DKK,1549.0,,0.0,True,HIGH
IM8066-999,DK,2026-03-19,IM8066,Nike Alphafly 3,multifarvet/Volt/hvid/sort,MEN,FOOTWEAR,Konkurrenceløbesko til vej til mænd,DKK,2349.0,,0.0,True,LOW
II6118-001,DK,2026-03-19,II6118,Nike Calm 2.0,sort/sort/sort,BOYS|GIRLS,FOOTWEAR,Badesandaler til mindre børn,DKK,219.9,,0.0,True,HIGH
IQ5378-663,DK,2026-03-19,IQ5378,Nike Dunk Low,Pink Foam/Light Crimson/Summit White,BOYS|GIRLS,FOOTWEAR,Sko til babyer/småbørn,DKK,529.9,,0.0,True,LOW
IM1382-900,DK,2026-03-19,IM1382,Nike Dunk Low By You,multifarvet/multifarvet/multifarvet,WOMEN,FOOTWEAR,Custom sko til kvinder,DKK,1049.0,,0.0,True,HIGH
FJ2256-900,DK,2026-03-19,FJ2256,Nike Dunk Low Unlocked By You,multifarvet/multifarvet/multifarvet,WOMEN,FOOTWEAR,Custom sko til kvinder,DKK,1199.0,,0.0,True,HIGH
IO7564-900,DK,2026-03-19,IO7564,Nike Field General By You,multifarvet/multifarvet,WOMEN,FOOTWEAR,Custom sko til kvinder,DKK,879.9,,0.0,True,HIGH
IO7556-900,DK,2026-03-19,IO7556,Nike Field General By You,multifarvet/multifarvet,MEN,FOOTWEAR,Custom sko til mænd,DKK,879.9,,0.0,True,HIGH
IF7444-100,DK,2026-03-19,IF7444,Nike Fly,hvid/Anthracite,MEN|WOMEN,APPAREL,Ustruktureret Dri-FIT ADV-kasket med kølende design,DKK,979.9,,0.0,True,HIGH
CW7635-991,DK,2026-03-19,CW7635,Nike Internationalist By You,multifarvet/multifarvet/multifarvet,MEN,FOOTWEAR,Custom sko til mænd,DKK,879.9,,0.0,True,HIGH
IM3650-640,DK,2026-03-19,IM3650,"Nike Jr. Mercurial Vapor 16 Academy ""Vini Jr.""",Sunset Pulse/Old Royal,BOYS|GIRLS,FOOTWEAR,Low top-fodboldstøvler til flere typer underlag til større børn,DKK,529.9,,0.0,True,HIGH
DN3614-458,DK,2026-03-19,DN3614,Nike Mercurial Hardshell,Racer Blue/sort/Pink Blast,MEN|WOMEN,EQUIPMENT,Fodboldbenskinner,DKK,199.9,,0.0,True,LOW
HQ3271-900,DK,2026-03-19,HQ3271,Nike Mercurial Superfly 10 Academy By You,multifarvet/multifarvet,MEN|WOMEN,FOOTWEAR,Custom FG High-Top-fodboldstøvler,DKK,979.9,,0.0,True,HIGH
HQ3270-900,DK,2026-03-19,HQ3270,Nike Mercurial Vapor 16 Academy By You,multifarvet/multifarvet,MEN|WOMEN,FOOTWEAR,Custom Low Top-fodboldstøvler til græs,DKK,879.9,,0.0,True,HIGH
HQ4308-003,DK,2026-03-19,HQ4308,Nike Mind 002,Light Smoke Grey/Photon Dust/Hyper Crimson/Chrome,MEN,FOOTWEAR,Sko til mænd,DKK,1049.0,,0.0,True,OOS
FV5638-006,DK,2026-03-19,FV5638,Nike Pegasus Trail 5,sort/Volt Ice/Phantom,BOYS|GIRLS,FOOTWEAR,Trailløbesko til større børn,DKK,799.9,,0.0,True,MEDIUM
HV6335-102,DK,2026-03-19,HV6335,Nike Phantom,hvid/Racer Blue/Pink Blast,MEN|WOMEN,EQUIPMENT,Fodbold,DKK,189.9,,0.0,True,HIGH
HV0310-610,DK,2026-03-19,HV0310,Nike Pro,Bordeaux,GIRLS,APPAREL,Dri-FIT-shorts (8 cm) med skinnende detaljer til større børn (piger),DKK,239.9,,0.0,True,MEDIUM
FJ0439-010,DK,2026-03-19,FJ0439,Nike Sportswear,sort/sort/hvid,MEN|WOMEN,EQUIPMENT,RPM-mulepose (26 L),DKK,649.9,,0.0,True,HIGH
IF1704-010,DK,2026-03-19,IF1704,Nike Sportswear,sort/hvid/hvid,GIRLS,APPAREL,Vævede bukser til større børn (piger),DKK,449.9,,0.0,True,MEDIUM
IO9567-400,DK,2026-03-19,IO9567,Nike Streakfly 2 Glam,Dark Obsidian/Electric Green/Purple Dynasty/sort,MEN,FOOTWEAR,Konkurrenceløbesko til vej,DKK,1399.0,,0.0,True,OOS
IO9913-100,DK,2026-03-19,IO9913,Nike Structure Plus,hvid/Sail/Sea Glass/hvid,WOMEN,FOOTWEAR,Løbesko til vej til kvinder,DKK,1349.0,,0.0,True,LOW
IO9607-960,DK,2026-03-19,IO9607,Nike Tiempo Ligera Pro LE,Metallic Red Bronze/Metallic Rose Gold,MEN|WOMEN,FOOTWEAR,Low-Top-fodboldstøvler til græs,DKK,1199.0,,0.0,True,OOS
IQ8295-339,DK,2026-03-19,IQ8295,Nike Tiempo Streetgato LE,Olive Aura/Metallic Red Bronze/Light Liquid Lime,MEN|WOMEN,FOOTWEAR,Low Top-fodboldsko til indendørs,DKK,679.9,,0.0,True,LOW
HQ6413-002,DK,2026-03-19,HQ6413,Nike V5 RNR,sort/Anthracite/sort,BOYS|GIRLS,FOOTWEAR,Sko til babyer/småbørn,DKK,379.9,,0.0,True,LOW
IB6554-001,DK,2026-03-19,IB6554,Nike Vapor 12,sort/Light Lemon Twist/Blue Ribbon Heather/hvid,WOMEN,FOOTWEAR,Tennissko til hardcourt til kvinder,DKK,1249.0,,0.0,True,LOW
IB6558-100,DK,2026-03-19,IB6558,Nike Vapor Pro 3,Sail/Turf Orange/Blue Ribbon Heather/sort,MEN,FOOTWEAR,Tennissko til hardcourt til mænd,DKK,1049.0,,0.0,True,LOW
IB6550-700,DK,2026-03-19,IB6550,Nike Vapor Pro 3,Light Lemon Twist/Blue Ribbon Heather/Laser Fuchsia/sort,WOMEN,FOOTWEAR,Tennissko til hardcourt til kvinder,DKK,1049.0,,0.0,True,LOW
IF0515-002,DK,2026-03-19,IF0515,Nike Vomero 18,sort/Coconut Milk/Light Iron Ore/Summit White,WOMEN,FOOTWEAR,Løbesko til vej til kvinder (ekstra brede),DKK,1149.0,,0.0,True,LOW
IO7552-900,DK,2026-03-19,IO7552,Nike Vomero 18 By You,multifarvet/multifarvet/multifarvet,WOMEN,FOOTWEAR,Custom løbesko til vej til kvinder,DKK,1399.0,,0.0,True,HIGH
IO7528-900,DK,2026-03-19,IO7528,Nike Vomero 18 By You,multifarvet/multifarvet/multifarvet,MEN,FOOTWEAR,Custom løbesko til vej til mænd,DKK,1399.0,,0.0,True,HIGH
IO9566-400,DK,2026-03-19,IO9566,Nike Zoom Fly 6 Glam,Dark Obsidian/Racer Blue/Emerald Rise/sort,WOMEN,FOOTWEAR,Konkurrenceløbesko til vej til kvinder,DKK,1349.0,,0.0,True,LOW
IQ5175-001,DK,2026-03-19,IQ5175,Nike Zoom GP Challenge 1.5 PRM,sort/Light Lemon Twist/hvid,WOMEN,FOOTWEAR,Tennissko til hardcourt til kvinder,DKK,1199.0,,0.0,True,LOW
HQ2181-004,DK,2026-03-19,HQ2181,Nike Zoom Vomero Roam,sort/sort/Racer Blue/sort,WOMEN,FOOTWEAR,Winterized-sko til kvinder,DKK,1349.0,,0.0,True,HIGH
IF1989-435,DK,2026-03-19,IF1989,Nike x Stranger Things,Light Photo Blue/Light Photo Blue,MEN,APPAREL,Pullover-hættetrøje til mænd,DKK,549.9,,0.0,True,LOW
II5248-051,DK,2026-03-19,II5248,Nike x Stranger Things,Birch Heather,MEN,APPAREL,T-shirt til mænd,DKK,449.9,,0.0,True,LOW
DN2016-403,DK,2026-03-19,DN2016,Oklahoma City Thunder Icon Edition,Signal Blue,MEN,APPAREL,Nike Dri-FIT NBA Swingman-spillertrøje til mænd,DKK,779.9,,0.0,True,LOW
FN8972-101,DK,2026-03-19,FN8972,Paris Saint-Germain 2024/25 Stadium Away,hvid/Midnight Navy/University Red/Midnight Navy,WOMEN,APPAREL,Nike Dri-FIT Replica-fodboldtrøje til kvinder,DKK,749.9,,0.0,True,OOS
HM3198-680,DK,2026-03-19,HM3198,Paris Saint-Germain 2025/26 Match Third,Global Red/Sport Red/Hyper Royal,MEN,APPAREL,Nike Dri-FIT ADV Total 90 Authentic-fodboldtrøje til mænd,DKK,1149.0,,0.0,True,OOS
HQ4232-045,DK,2026-03-19,HQ4232,Paris Saint-Germain 2025/26 Stadium Fourth,Off Noir/sort/Pearl Pink,BOYS|GIRLS,APPAREL,Jordan Dri-FIT Replica-fodboldtrøje til større børn,DKK,599.9,,0.0,True,OOS
HM3206-045,DK,2026-03-19,HM3206,Paris Saint-Germain 2025/26 Stadium Fourth,Off Noir/sort/Pearl Pink,MEN,APPAREL,Jordan Dri-FIT Replica-fodboldspillertrøje til mænd,DKK,749.9,,0.0,True,HIGH
HJ5293-411,DK,2026-03-19,HJ5293,Paris Saint-Germain 2025/26 Stadium Home,Midnight Navy/Midnight Navy/hvid,BOYS|GIRLS,APPAREL,Nike Dri-FIT Replica-fodboldspillertrøje til større børn,DKK,599.9,,0.0,True,HIGH
HJ4593-411,DK,2026-03-19,HJ4593,Paris Saint-Germain 2025/26 Stadium Home,Midnight Navy/Midnight Navy/hvid,MEN,APPAREL,Nike Dri-FIT Replica-fodboldtrøje til mænd,DKK,749.9,,0.0,True,MEDIUM
HJ4606-680,DK,2026-03-19,HJ4606,Paris Saint-Germain 2025/26 Stadium Third,Global Red/Sport Red/Hyper Royal,MEN,APPAREL,Nike Dri-FIT Total 90 Replica-fodboldtrøje til mænd,DKK,749.9,,0.0,True,OOS
HM3245-680,DK,2026-03-19,HM3245,Paris Saint-Germain 2025/26 Stadium Third,Global Red/Sport Red/Hyper Royal,WOMEN,APPAREL,Nike Dri-FIT Total 90 Replica-fodboldtrøje til kvinder,DKK,749.9,,0.0,True,LOW
DO9422-566,DK,2026-03-19,DO9422,Phoenix Suns Icon Edition,New Orchid/hvid,MEN,APPAREL,Nike Dri-FIT NBA Swingman-shorts til mænd,DKK,529.9,,0.0,True,OOS
IO7548-900,DK,2026-03-19,IO7548,Sabrina 3 By You,multifarvet/multifarvet/multifarvet,MEN|WOMEN,FOOTWEAR,Custom basketballsko,DKK,1199.0,,0.0,True,HIGH
HM5981-123,DK,2026-03-19,HM5981,Stephen Curry Golden State Warriors City Edition,Natural,MEN,APPAREL,Nike NBA Swingman-trøje til mænd,DKK,779.9,,0.0,True,MEDIUM
HV9261-101,DK,2026-03-19,HV9261,Tottenham Hotspur 2025/26 Stadium Home,hvid/Light Iron Ore/Binary Blue,MEN,APPAREL,Langærmet Nike Dri-FIT-Replica-fodboldtrøje til mænd,DKK,799.9,,0.0,True,LOW
HM3207-741,DK,2026-03-19,HM3207,Tottenham Hotspur 2025/26 Stadium Third,Dynamic Yellow/Blue Void/Pacific Blue/Blue Void,MEN,APPAREL,Nike Dri-FIT Total 90 Replica-fodboldtrøje til mænd,DKK,749.9,,0.0,True,LOW
IQ0267-417,DK,2026-03-19,IQ0267,Vini Jr. Academy,Midnight Navy/Pink Foam/Metallic Silver,BOYS|GIRLS,APPAREL,Nike Dri-FIT-fodboldshorts til større børn,DKK,249.9,,0.0,True,HIGH
HF0996-010,ES,2026-03-19,HF0996,A'ja Wilson Las Vegas Aces,Negro/Flat Silver/Blanco,MEN|WOMEN,APPAREL,Camiseta de la WNBA Victory Nike Dri-FIT,EUR,94.99,,0.0,True,OOS
FV4227-700,ES,2026-03-19,FV4227,Air Jordan 1 Element Low A/T,Light Lemon Twist/Life Lime/Light Wild Mango/Lime Ice,MEN,FOOTWEAR,Zapatillas - Hombre,EUR,199.99,,0.0,True,OOS
DV0991-101,ES,2026-03-19,DV0991,Air Jordan 1 Mid,Blanco/Blanco/Negro,WOMEN,FOOTWEAR,Zapatillas - Mujer,EUR,139.99,,0.0,True,HIGH
HV4794-100,ES,2026-03-19,HV4794,"Air Jordan 9 Retro ""Flint Grey and French Blue""",Blanco/Flint Grey/French Blue,MEN,FOOTWEAR,Zapatillas - Hombre,EUR,209.99,,0.0,True,OOS
IB7012-600,ES,2026-03-19,IB7012,Air Jordan 1 Low SE,Team Red/Sierra Red,WOMEN,FOOTWEAR,Zapatillas - Mujer,EUR,129.99,,0.0,True,LOW
IO7449-600,ES,2026-03-19,IO7449,Air Jordan 1 Mid SE,Team Red/Obsidian/Pale Vanilla,MEN,FOOTWEAR,Zapatillas - Hombre,EUR,149.99,,0.0,True,OOS
